FoodID,NutrientID,NutrientValue,NutrientSourceID,NutrientDateOfEntry
5589,806,1,0,2004-03-24
5589,814,60,0,2009-06-19
5589,815,1,4,2005-01-17
5589,831,0,12,2009-06-23
5589,832,0,12,2009-06-23
5589,834,0,0,2005-03-14
5589,835,0,0,2005-03-14
5589,836,0,0,2005-03-14
5589,837,1,0,2008-06-06
5589,854,0,12,2009-06-23
5589,861,0,12,2009-06-23
5589,862,3.3,0,2010-05-21
